[1.0, 0.493406, 0.704973, 0.110099, 0.113687, 0.110099, 0.080245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.493406, 1.0, 0.347838, 0.087146, 0.056094, 0.087146, 0.063516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.704973, 0.347838, 1.0, 0.077617, 0.080146, 0.077617, 0.05657, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.110099, 0.087146, 0.077617, 1.0, 0.968444, 1.0, 0.72884, 0.051021, 0.055881, 0.005526, 0.006361, 0.005714, 0.006032]
[0.113687, 0.056094, 0.080146, 0.968444, 1.0, 0.968444, 0.705841, 0.052683, 0.057702, 0.005706, 0.006568, 0.0059, 0.006228]
[0.110099, 0.087146, 0.077617, 1.0, 0.968444, 1.0, 0.72884, 0.051021, 0.055881, 0.005526, 0.006361, 0.005714, 0.006032]
[0.080245, 0.063516, 0.05657, 0.72884, 0.705841, 0.72884, 1.0, 0.037186, 0.040728, 0.004028, 0.004636, 0.004165, 0.004396]
[0.0, 0.0, 0.0, 0.051021, 0.052683, 0.051021, 0.037186, 1.0, 0.396605, 0.0, 0.006033, 0.052987, 0.0]
[0.0, 0.0, 0.0, 0.055881, 0.057702, 0.055881, 0.040728, 0.396605, 1.0, 0.022352, 0.086618, 0.024234, 0.02558]
[0.0, 0.0, 0.0, 0.005526, 0.005706, 0.005526, 0.004028, 0.0, 0.022352, 1.0, 0.375637, 0.318656, 0.318821]
[0.0, 0.0, 0.0, 0.006361, 0.006568, 0.006361, 0.004636, 0.006033, 0.086618, 0.375637, 1.0, 0.370534, 0.35038]
[0.0, 0.0, 0.0, 0.005714, 0.0059, 0.005714, 0.004165, 0.052987, 0.024234, 0.318656, 0.370534, 1.0, 0.342906]
[0.0, 0.0, 0.0, 0.006032, 0.006228, 0.006032, 0.004396, 0.0, 0.02558, 0.318821, 0.35038, 0.342906, 0.999999]
