[0, 26, 12, 17, 19, 46, 11, 35, 83, 20, 10, 23, 33, 19, 43, 21, 52]
[26, 0, 22, 26, 26, 48, 26, 34, 78, 25, 25, 26, 33, 26, 41, 25, 50]
[12, 22, 0, 18, 23, 48, 13, 35, 77, 20, 10, 23, 32, 19, 45, 23, 52]
[17, 26, 18, 0, 21, 47, 17, 37, 80, 20, 17, 22, 33, 19, 43, 21, 52]
[19, 26, 23, 21, 0, 45, 21, 36, 83, 23, 21, 23, 31, 23, 40, 21, 52]
[46, 48, 48, 47, 45, 0, 47, 48, 79, 50, 46, 47, 48, 50, 47, 46, 52]
[11, 26, 13, 17, 21, 47, 0, 36, 82, 20, 11, 22, 32, 19, 45, 21, 49]
[35, 34, 35, 37, 36, 48, 36, 0, 76, 36, 37, 36, 35, 37, 44, 35, 53]
[83, 78, 77, 80, 83, 79, 82, 76, 0, 87, 83, 83, 82, 87, 77, 82, 81]
[20, 25, 20, 20, 23, 50, 20, 36, 87, 0, 19, 25, 35, 20, 47, 23, 51]
[10, 25, 10, 17, 21, 46, 11, 37, 83, 19, 0, 22, 30, 18, 42, 21, 51]
[23, 26, 23, 22, 23, 47, 22, 36, 83, 25, 22, 0, 32, 24, 44, 23, 50]
[33, 33, 32, 33, 31, 48, 32, 35, 82, 35, 30, 32, 0, 33, 43, 32, 54]
[19, 26, 19, 19, 23, 50, 19, 37, 87, 20, 18, 24, 33, 0, 47, 21, 53]
[43, 41, 45, 43, 40, 47, 45, 44, 77, 47, 42, 44, 43, 47, 0, 42, 48]
[21, 25, 23, 21, 21, 46, 21, 35, 82, 23, 21, 23, 32, 21, 42, 0, 51]
[52, 50, 52, 52, 52, 52, 49, 53, 81, 51, 51, 50, 54, 53, 48, 51, 0]
