[0, 112, 66, 42, 94, 32, 32, 32, 34, 30, 32, 32, 32, 29, 44, 43, 32, 33, 34, 31, 32, 41, 32, 30, 29, 47, 28, 31, 39, 30, 30, 32, 34, 32, 34, 48, 32, 79, 32, 34, 31, 32, 37, 33, 32, 34, 32, 32, 34, 32, 32, 25, 89, 26, 30, 32, 44, 42, 55, 32, 32, 39, 48, 34, 32, 34, 79, 42, 60, 34, 47, 58, 30, 32, 39]
[112, 0, 118, 120, 121, 117, 123, 122, 122, 123, 124, 118, 124, 121, 126, 122, 125, 122, 120, 122, 119, 121, 123, 121, 124, 118, 118, 116, 124, 124, 126, 110, 116, 124, 122, 118, 121, 124, 121, 119, 126, 126, 113, 121, 118, 123, 123, 122, 124, 125, 123, 120, 124, 116, 122, 125, 122, 123, 124, 122, 126, 122, 124, 125, 124, 126, 119, 114, 118, 124, 122, 124, 121, 123, 123]
[66, 118, 0, 64, 87, 71, 68, 71, 71, 68, 71, 69, 70, 63, 69, 70, 71, 71, 70, 71, 70, 68, 68, 70, 69, 70, 67, 71, 71, 67, 68, 65, 67, 72, 70, 68, 68, 79, 68, 71, 69, 68, 61, 69, 71, 68, 70, 69, 73, 71, 70, 72, 84, 70, 69, 70, 70, 71, 72, 72, 70, 70, 72, 70, 72, 73, 34, 64, 69, 74, 62, 68, 70, 68, 66]
[42, 120, 64, 0, 75, 42, 43, 43, 44, 42, 43, 42, 40, 39, 44, 44, 42, 44, 42, 43, 41, 36, 42, 42, 44, 50, 43, 43, 46, 41, 38, 44, 40, 43, 44, 49, 40, 71, 28, 38, 41, 44, 39, 35, 41, 41, 43, 42, 46, 35, 42, 44, 84, 44, 39, 44, 47, 42, 53, 42, 44, 42, 50, 43, 43, 40, 77, 43, 57, 45, 47, 56, 39, 40, 41]
[94, 121, 87, 75, 0, 94, 93, 93, 92, 95, 94, 90, 90, 92, 90, 92, 95, 93, 93, 94, 94, 90, 93, 92, 94, 93, 93, 95, 95, 93, 90, 92, 90, 94, 92, 87, 93, 90, 84, 92, 93, 95, 92, 78, 92, 89, 95, 92, 95, 91, 94, 96, 96, 96, 92, 94, 92, 93, 91, 94, 95, 93, 94, 93, 95, 91, 90, 92, 90, 93, 91, 94, 93, 94, 91]
[32, 117, 71, 42, 94, 0, 25, 25, 27, 27, 27, 21, 27, 25, 46, 38, 27, 25, 25, 27, 28, 39, 29, 25, 27, 41, 27, 29, 39, 27, 29, 36, 22, 27, 24, 38, 24, 74, 26, 34, 27, 27, 44, 29, 23, 29, 26, 27, 27, 27, 28, 27, 86, 28, 25, 27, 42, 42, 53, 25, 27, 36, 43, 36, 27, 27, 82, 37, 52, 27, 49, 58, 29, 29, 40]
[32, 123, 68, 43, 93, 25, 0, 10, 17, 15, 18, 16, 22, 19, 46, 36, 17, 23, 20, 23, 28, 40, 28, 22, 19, 44, 20, 27, 37, 19, 24, 37, 24, 18, 18, 42, 25, 71, 25, 36, 19, 17, 45, 27, 24, 29, 17, 21, 18, 20, 20, 20, 85, 24, 18, 19, 41, 41, 53, 20, 18, 37, 42, 36, 18, 16, 80, 42, 55, 14, 47, 58, 29, 27, 37]
[32, 122, 71, 43, 93, 25, 10, 0, 17, 16, 18, 16, 22, 20, 46, 33, 18, 20, 20, 23, 27, 40, 29, 22, 22, 46, 22, 27, 38, 22, 25, 36, 25, 20, 20, 40, 25, 75, 24, 34, 22, 20, 45, 29, 22, 29, 18, 20, 20, 22, 21, 22, 89, 24, 20, 20, 40, 44, 53, 18, 20, 36, 40, 36, 18, 20, 83, 44, 58, 16, 49, 58, 28, 27, 40]
[34, 122, 71, 44, 92, 27, 17, 17, 0, 22, 18, 12, 27, 24, 46, 37, 22, 20, 22, 27, 29, 40, 29, 24, 26, 47, 26, 29, 38, 26, 26, 31, 23, 26, 24, 36, 28, 73, 28, 36, 26, 26, 44, 29, 26, 29, 26, 26, 24, 26, 25, 26, 86, 28, 24, 26, 38, 43, 50, 24, 26, 38, 45, 36, 26, 24, 83, 43, 55, 22, 48, 57, 29, 28, 39]
[30, 123, 68, 42, 95, 27, 15, 16, 22, 0, 10, 14, 20, 16, 44, 37, 14, 23, 19, 23, 27, 41, 24, 24, 14, 47, 20, 28, 38, 12, 23, 35, 26, 12, 24, 44, 25, 77, 23, 34, 14, 14, 45, 31, 26, 30, 14, 19, 22, 15, 18, 14, 90, 22, 16, 15, 43, 41, 54, 22, 14, 35, 46, 34, 12, 19, 82, 44, 59, 16, 49, 57, 25, 27, 39]
