[5.0, 15.0, 10.0, 16.0, 15.0, 15.0, 16.0, 16.0, 15.0, 18.0, 15.0, 15.0, 16.0, 15.0, 15.0, 16.0, 16.0, 15.0, 16.0, 15.0, 14.0, 31.0, 16.0, 16.0, 16.0, 15.0, 15.0, 31.0, 15.0, 16.0, 16.0, 16.0, 16.0, 0.0, 0.0, 23.0, 51.0, -7.0, 12.0, 14.0, 28.0, -9.0, 11.0, 3.0, 17.0, 9.0, 14.0, 19.0, 22.0, -7.0, 1.0, 0.0, 5.0, -1.0, 5.0, 0.0, 2.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -3.0, 0.0, -1.0, 0.0, -3.0, -3.0, 1.0, -1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 2.0, 4.0, 3.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0, 1.0, 4.0, 1.0, 1.0, 3.0, 1.0, 3.0, 0.0, 0.0, 0.0, 1.0, 3.0, 0.0, 0.0, 2.0, 1.0, 4.0, 1.0, 1.0, 2.0, 0.0, 5.0, 2.0, 1.0, 1.0, 0.0, 6.0, 3.0, 2.0, 1.0, 0.0, 6.0, 2.0, 2.0, 0.0, 0.0, 5.0, 0.0, 2.0, 2.0, 1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 3.0, 1.0, 0.0, 2.0, 2.0, 3.0, 0.0, 1.0, 1.0, 1.0, 3.0, 0.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 2.0, 1.0, 2.0, 1.0, 0.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[29.0, 17.0, 0.0, 9.0, 17.0, 16.0, 16.0, 15.0, 15.0, 28.0, 11.0, 14.0, 16.0, 16.0, 16.0, 15.0, 16.0, 14.0, 16.0, 15.0, 14.0, 29.0, 16.0, 15.0, 16.0, 15.0, 15.0, 31.0, 14.0, 18.0, 19.0, 16.0, 16.0, 0.0, 0.0, -37.0, 39.0, -3.0, 18.0, 11.0, 25.0, -31.0, -31.0, -8.0, 18.0, 9.0, 14.0, 19.0, 22.0, -3.0, 3.0, -3.0, 2.0, 9.0, -7.0, 2.0, 0.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -3.0, -3.0, -3.0, -10.0, -3.0, -3.0, -1.0, 0.0, -2.0, -7.0, -15.0, -3.0, 0.0, -1.0, 4.0, 5.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0, 1.0, 6.0, 2.0, 2.0, 3.0, 1.0, 6.0, 2.0, 3.0, 1.0, 0.0, 6.0, 2.0, 4.0, 2.0, 0.0, 5.0, 3.0, 1.0, 3.0, 3.0, 3.0, 1.0, 2.0, 3.0, 4.0, 4.0, 4.0, 1.0, 1.0, 1.0, 4.0, 1.0, 2.0, 3.0, 1.0, 4.0, 1.0, 1.0, 0.0, 2.0, 2.0, 1.0, 1.0, 4.0, 2.0, 2.0, 1.0, 1.0, 5.0, 2.0, 1.0, 1.0, 0.0, 5.0, 1.0, 1.0, 1.0, 1.0, 2.0, 0.0, 2.0, 0.0, 0.0, 1.0, 2.0, 2.0, 0.0, 1.0, 2.0, 1.0, 2.0, 0.0, 2.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0]
[43.0, 14.0, 0.0, 16.0, 15.0, 17.0, 15.0, 16.0, 16.0, 22.0, 14.0, 16.0, 16.0, 15.0, 16.0, 15.0, 16.0, 15.0, 15.0, 15.0, 13.0, 31.0, 16.0, 16.0, 17.0, 15.0, 15.0, 30.0, 14.0, 16.0, 17.0, 16.0, 16.0, 0.0, 0.0, 21.0, 51.0, 1.0, 14.0, 21.0, 29.0, -3.0, 13.0, 8.0, 22.0, 9.0, 14.0, 19.0, 22.0, -7.0, 1.0, -2.0, 2.0, -2.0, 5.0, 1.0, 0.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -3.0, 0.0, 0.0, 1.0, -2.0, 0.0, 1.0, 2.0, 0.0, 1.0, 1.0, 3.0, 1.0, 1.0, 4.0, 5.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0, 2.0, 3.0, 3.0, 1.0, 2.0, 1.0, 4.0, 2.0, 1.0, 2.0, 2.0, 4.0, 2.0, 3.0, 2.0, 0.0, 4.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 3.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 2.0, 0.0, 1.0, 3.0, 1.0, 1.0, 3.0, 1.0, 4.0, 0.0, 3.0, 3.0, 1.0, 4.0, 2.0, 0.0, 3.0, 1.0, 4.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 2.0, 1.0, 3.0, 0.0, 0.0, 5.0, 1.0, 2.0, 1.0, 0.0, 5.0, 1.0, 3.0, 0.0, 1.0, 3.0]
[38.0, 15.0, 0.0, 23.0, 15.0, 17.0, 16.0, 16.0, 16.0, 23.0, 10.0, 15.0, 15.0, 15.0, 16.0, 15.0, 16.0, 15.0, 16.0, 16.0, 11.0, 30.0, 16.0, 16.0, 17.0, 15.0, 15.0, 31.0, 14.0, 17.0, 16.0, 16.0, 16.0, 0.0, 0.0, 18.0, 66.0, -16.0, 5.0, 18.0, 15.0, -18.0, 4.0, 5.0, 4.0, 9.0, 14.0, 19.0, 22.0, -6.0, -2.0, 1.0, 12.0, -1.0, 5.0, -1.0, 2.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -3.0, -3.0, -3.0, -2.0, -2.0, -3.0, -2.0, -11.0, 1.0, 1.0, 1.0, 3.0, 0.0, 2.0, 4.0, 3.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0, 1.0, 3.0, 1.0, 4.0, 3.0, 1.0, 4.0, 0.0, 2.0, 3.0, 2.0, 4.0, 0.0, 1.0, 3.0, 0.0, 4.0, 2.0, 1.0, 1.0, 2.0, 3.0, 3.0, 0.0, 2.0, 3.0, 2.0, 4.0, 2.0, 3.0, 0.0, 5.0, 4.0, 2.0, 1.0, 3.0, 2.0, 3.0, 4.0, 1.0, 1.0, 4.0, 1.0, 1.0, 2.0, 1.0, 3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 1.0, 1.0, 1.0, 0.0, 4.0, 1.0, 1.0, 3.0, 1.0, 1.0, 0.0, 0.0, 2.0, 2.0, 2.0, 1.0, 1.0, 3.0, 2.0, 2.0, 0.0, 1.0, 2.0, 1.0, 2.0, 3.0, 3.0, 1.0]
[41.0, 13.0, 2.0, 11.0, 15.0, 18.0, 15.0, 12.0, 16.0, 25.0, 11.0, 16.0, 19.0, 15.0, 15.0, 15.0, 15.0, 15.0, 12.0, 16.0, 14.0, 31.0, 16.0, 16.0, 17.0, 15.0, 15.0, 30.0, 14.0, 16.0, 17.0, 16.0, 16.0, 0.0, 0.0, 19.0, 52.0, 0.0, 14.0, 20.0, 29.0, -4.0, 13.0, 9.0, 22.0, 9.0, 14.0, 19.0, 22.0, -7.0, 1.0, -2.0, 2.0, -2.0, 5.0, 0.0, 0.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -3.0, 0.0, 0.0, 1.0, -2.0, 0.0, 1.0, 2.0, 0.0, 1.0, 1.0, 3.0, 1.0, 2.0, 4.0, 5.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0, 5.0, 3.0, 1.0, 1.0, 3.0, 2.0, 3.0, 3.0, 1.0, 2.0, 1.0, 3.0, 4.0, 3.0, 2.0, 1.0, 1.0, 2.0, 3.0, 2.0, 3.0, 3.0, 1.0, 2.0, 2.0, 0.0, 2.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 1.0, 4.0, 3.0, 0.0, 2.0, 3.0, 1.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 1.0, 1.0, 4.0, 2.0, 2.0, 4.0, 1.0, 4.0, 5.0, 2.0, 0.0, 0.0, 2.0, 1.0, 4.0, 2.0, 0.0, 4.0, 1.0, 4.0, 0.0, 0.0, 6.0, 3.0, 3.0, 1.0, 0.0, 2.0]
[5.0, 15.0, 10.0, 16.0, 15.0, 15.0, 16.0, 16.0, 15.0, 18.0, 15.0, 15.0, 16.0, 15.0, 15.0, 16.0, 16.0, 15.0, 16.0, 15.0, 14.0, 31.0, 16.0, 16.0, 16.0, 15.0, 15.0, 31.0, 15.0, 16.0, 16.0, 16.0, 16.0, 0.0, 0.0, 23.0, 51.0, -7.0, 12.0, 14.0, 28.0, -9.0, 11.0, 3.0, 17.0, 9.0, 14.0, 19.0, 22.0, -7.0, 1.0, 0.0, 5.0, -1.0, 5.0, 0.0, 2.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -3.0, 0.0, -1.0, 0.0, -3.0, -3.0, 1.0, -1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 2.0, 4.0, 3.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0, 1.0, 4.0, 1.0, 1.0, 3.0, 1.0, 3.0, 0.0, 0.0, 0.0, 1.0, 3.0, 0.0, 0.0, 2.0, 1.0, 4.0, 1.0, 1.0, 2.0, 0.0, 5.0, 2.0, 1.0, 1.0, 0.0, 6.0, 3.0, 2.0, 1.0, 0.0, 6.0, 2.0, 2.0, 0.0, 0.0, 5.0, 0.0, 2.0, 2.0, 1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 3.0, 1.0, 0.0, 2.0, 2.0, 3.0, 0.0, 1.0, 1.0, 1.0, 3.0, 0.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 2.0, 1.0, 2.0, 1.0, 0.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[5.0, 15.0, 10.0, 16.0, 15.0, 15.0, 16.0, 16.0, 15.0, 18.0, 15.0, 15.0, 16.0, 15.0, 15.0, 16.0, 16.0, 15.0, 16.0, 15.0, 14.0, 31.0, 16.0, 16.0, 16.0, 15.0, 15.0, 31.0, 15.0, 16.0, 16.0, 16.0, 16.0, 0.0, 0.0, 18.0, 48.0, -13.0, 4.0, 10.0, 25.0, -15.0, 3.0, -3.0, 14.0, 9.0, 14.0, 19.0, 22.0, -7.0, 1.0, 1.0, 6.0, -1.0, 5.0, -1.0, 2.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -3.0, -3.0, -3.0, -4.0, -3.0, -3.0, 0.0, -3.0, 1.0, 1.0, 1.0, 3.0, 0.0, 2.0, 4.0, 3.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0, 1.0, 4.0, 1.0, 1.0, 3.0, 1.0, 4.0, 0.0, 0.0, 1.0, 1.0, 4.0, 0.0, 1.0, 2.0, 1.0, 4.0, 1.0, 1.0, 2.0, 0.0, 6.0, 0.0, 2.0, 1.0, 0.0, 6.0, 3.0, 2.0, 0.0, 0.0, 6.0, 2.0, 2.0, 0.0, 0.0, 6.0, 1.0, 2.0, 2.0, 1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 3.0, 1.0, 0.0, 2.0, 2.0, 3.0, 0.0, 1.0, 1.0, 1.0, 4.0, 0.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 2.0, 1.0, 2.0, 1.0, 0.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[41.0, 13.0, 2.0, 11.0, 15.0, 18.0, 15.0, 12.0, 16.0, 25.0, 11.0, 16.0, 19.0, 15.0, 15.0, 15.0, 15.0, 15.0, 12.0, 16.0, 14.0, 31.0, 16.0, 16.0, 17.0, 15.0, 15.0, 30.0, 14.0, 16.0, 17.0, 16.0, 16.0, 0.0, 0.0, 19.0, 52.0, 0.0, 14.0, 20.0, 29.0, -4.0, 13.0, 9.0, 22.0, 9.0, 14.0, 19.0, 22.0, -7.0, 1.0, -2.0, 2.0, -2.0, 5.0, 0.0, 0.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -3.0, 0.0, 0.0, 1.0, -2.0, 0.0, 1.0, 2.0, 0.0, 1.0, 1.0, 3.0, 1.0, 2.0, 4.0, 5.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0, 5.0, 3.0, 1.0, 1.0, 3.0, 2.0, 3.0, 3.0, 1.0, 2.0, 1.0, 3.0, 4.0, 3.0, 2.0, 1.0, 1.0, 2.0, 3.0, 2.0, 3.0, 3.0, 1.0, 2.0, 2.0, 0.0, 2.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 1.0, 4.0, 3.0, 0.0, 2.0, 3.0, 1.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 1.0, 1.0, 4.0, 2.0, 2.0, 4.0, 1.0, 4.0, 5.0, 2.0, 0.0, 0.0, 2.0, 1.0, 4.0, 2.0, 0.0, 4.0, 1.0, 4.0, 0.0, 0.0, 6.0, 3.0, 3.0, 1.0, 0.0, 2.0]
[5.0, 15.0, 10.0, 16.0, 15.0, 15.0, 16.0, 16.0, 15.0, 18.0, 15.0, 15.0, 16.0, 15.0, 15.0, 16.0, 16.0, 15.0, 16.0, 15.0, 14.0, 31.0, 16.0, 16.0, 16.0, 15.0, 15.0, 31.0, 15.0, 16.0, 16.0, 16.0, 16.0, 0.0, 0.0, 18.0, 48.0, -13.0, 4.0, 10.0, 25.0, -15.0, 3.0, -3.0, 14.0, 9.0, 14.0, 19.0, 22.0, -7.0, 1.0, 1.0, 6.0, -1.0, 5.0, -1.0, 2.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -3.0, -3.0, -3.0, -4.0, -3.0, -3.0, 0.0, -3.0, 1.0, 1.0, 1.0, 3.0, 0.0, 2.0, 4.0, 3.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0, 1.0, 4.0, 1.0, 1.0, 3.0, 1.0, 4.0, 0.0, 0.0, 1.0, 1.0, 4.0, 0.0, 1.0, 2.0, 1.0, 4.0, 1.0, 1.0, 2.0, 0.0, 6.0, 0.0, 2.0, 1.0, 0.0, 6.0, 3.0, 2.0, 0.0, 0.0, 6.0, 2.0, 2.0, 0.0, 0.0, 6.0, 1.0, 2.0, 2.0, 1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 3.0, 1.0, 0.0, 2.0, 2.0, 3.0, 0.0, 1.0, 1.0, 1.0, 4.0, 0.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 2.0, 1.0, 2.0, 1.0, 0.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[5.0, 15.0, 10.0, 16.0, 15.0, 15.0, 16.0, 16.0, 15.0, 18.0, 15.0, 15.0, 16.0, 15.0, 15.0, 16.0, 16.0, 15.0, 16.0, 15.0, 14.0, 31.0, 16.0, 16.0, 16.0, 15.0, 15.0, 31.0, 15.0, 16.0, 16.0, 16.0, 16.0, 0.0, 0.0, 18.0, 48.0, -13.0, 4.0, 10.0, 25.0, -15.0, 3.0, -3.0, 14.0, 9.0, 14.0, 19.0, 22.0, -7.0, 1.0, 1.0, 6.0, -1.0, 5.0, -1.0, 2.0, -2.0, 2.0, 2.0, 0.0, -3.0, 5.0, 1.0, -4.0, -3.0, -3.0, -3.0, -4.0, -3.0, -3.0, 0.0, -3.0, 1.0, 1.0, 1.0, 3.0, 0.0, 2.0, 4.0, 3.0, 1.0, 0.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -2.0, 1.0, 0.0, -3.0, -3.0, 1.0, 4.0, 1.0, 1.0, 3.0, 1.0, 4.0, 0.0, 0.0, 1.0, 1.0, 4.0, 0.0, 1.0, 2.0, 1.0, 4.0, 1.0, 1.0, 2.0, 0.0, 6.0, 0.0, 2.0, 1.0, 0.0, 6.0, 3.0, 2.0, 0.0, 0.0, 6.0, 2.0, 2.0, 0.0, 0.0, 6.0, 1.0, 2.0, 2.0, 1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 3.0, 1.0, 0.0, 2.0, 2.0, 3.0, 0.0, 1.0, 1.0, 1.0, 4.0, 0.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 2.0, 1.0, 2.0, 1.0, 0.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
