[58.0, 16.0, 6.0, 8.0, 15.0, 16.0, 15.0, 15.0, 16.0, 13.0, 12.0, 16.0, 16.0, 15.0, 16.0, 16.0, 16.0, 15.0, 15.0, 16.0, 10.0, 27.0, 16.0, 11.0, 13.0, 15.0, 16.0, 42.0, 15.0, 26.0, 23.0, 16.0, 15.0]
[54.0, 21.0, 3.0, 8.0, 14.0, 11.0, 20.0, 17.0, 15.0, 5.0, 7.0, 14.0, 16.0, 14.0, 12.0, 18.0, 16.0, 15.0, 17.0, 14.0, 20.0, 27.0, 15.0, 12.0, 15.0, 15.0, 17.0, 46.0, 17.0, 25.0, 18.0, 17.0, 13.0]
[58.0, 15.0, 6.0, 8.0, 15.0, 16.0, 15.0, 15.0, 16.0, 13.0, 12.0, 16.0, 16.0, 15.0, 16.0, 16.0, 16.0, 15.0, 15.0, 16.0, 10.0, 27.0, 16.0, 12.0, 13.0, 15.0, 16.0, 42.0, 15.0, 26.0, 23.0, 16.0, 15.0]
[56.0, 16.0, 3.0, 4.0, 16.0, 15.0, 15.0, 16.0, 17.0, 7.0, 13.0, 16.0, 16.0, 16.0, 15.0, 15.0, 15.0, 16.0, 16.0, 15.0, 16.0, 26.0, 16.0, 9.0, 10.0, 16.0, 15.0, 47.0, 15.0, 28.0, 27.0, 15.0, 15.0]
[55.0, 16.0, 2.0, 5.0, 17.0, 15.0, 15.0, 16.0, 17.0, 13.0, 19.0, 15.0, 16.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 18.0, 24.0, 16.0, 7.0, 11.0, 16.0, 15.0, 51.0, 14.0, 30.0, 27.0, 14.0, 16.0]
[56.0, 16.0, 3.0, 4.0, 16.0, 15.0, 16.0, 16.0, 16.0, 7.0, 13.0, 16.0, 17.0, 16.0, 15.0, 15.0, 15.0, 15.0, 16.0, 15.0, 16.0, 26.0, 16.0, 9.0, 10.0, 16.0, 15.0, 47.0, 15.0, 28.0, 27.0, 15.0, 15.0]
[56.0, 16.0, 3.0, 4.0, 17.0, 15.0, 15.0, 16.0, 17.0, 8.0, 15.0, 15.0, 16.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 19.0, 25.0, 16.0, 8.0, 10.0, 16.0, 15.0, 48.0, 15.0, 29.0, 28.0, 14.0, 16.0]
[56.0, 8.0, 6.0, 7.0, 17.0, 12.0, 14.0, 17.0, 18.0, 7.0, 8.0, 16.0, 17.0, 16.0, 17.0, 18.0, 15.0, 16.0, 16.0, 15.0, 13.0, 27.0, 15.0, 10.0, 11.0, 15.0, 15.0, 42.0, 15.0, 27.0, 26.0, 16.0, 15.0]
[56.0, 12.0, 5.0, 6.0, 19.0, 14.0, 15.0, 18.0, 16.0, 8.0, 12.0, 14.0, 15.0, 17.0, 17.0, 17.0, 15.0, 16.0, 14.0, 16.0, 11.0, 27.0, 15.0, 10.0, 11.0, 16.0, 16.0, 43.0, 16.0, 27.0, 26.0, 15.0, 15.0]
[48.0, 15.0, 1.0, 10.0, 16.0, 15.0, 18.0, 17.0, 15.0, 19.0, 20.0, 15.0, 15.0, 16.0, 16.0, 14.0, 15.0, 14.0, 16.0, 18.0, 17.0, 29.0, 17.0, 15.0, 13.0, 17.0, 16.0, 53.0, 13.0, 30.0, 25.0, 14.0, 15.0]
[54.0, 15.0, 6.0, 10.0, 18.0, 14.0, 16.0, 18.0, 14.0, 7.0, 8.0, 13.0, 15.0, 16.0, 17.0, 15.0, 17.0, 14.0, 14.0, 18.0, 10.0, 25.0, 16.0, 11.0, 12.0, 16.0, 16.0, 46.0, 14.0, 26.0, 25.0, 16.0, 15.0]
[54.0, 15.0, 4.0, 10.0, 15.0, 16.0, 17.0, 17.0, 15.0, 9.0, 9.0, 16.0, 15.0, 16.0, 17.0, 15.0, 16.0, 14.0, 15.0, 18.0, 12.0, 24.0, 15.0, 10.0, 12.0, 15.0, 16.0, 48.0, 16.0, 27.0, 25.0, 18.0, 15.0]
[54.0, 13.0, 5.0, 11.0, 15.0, 16.0, 19.0, 18.0, 15.0, 9.0, 8.0, 17.0, 15.0, 17.0, 17.0, 15.0, 17.0, 13.0, 14.0, 19.0, 9.0, 26.0, 16.0, 11.0, 12.0, 15.0, 16.0, 46.0, 15.0, 26.0, 25.0, 16.0, 16.0]
