[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02699, 0.034423, 0.0, 0.0]
[0.0, 1.0, 1.0, 0.091993, 0.0, 0.0, 0.0, 0.0, 0.048589, 0.0]
[0.0, 1.0, 1.0, 0.091993, 0.0, 0.0, 0.0, 0.0, 0.048589, 0.0]
[0.0, 0.091993, 0.091993, 1.0, 0.0, 0.0, 0.0, 0.0, 0.151617, 0.0]
[0.0, 0.0, 0.0, 0.0, 1.0, 0.08816, 0.0, 0.0, 0.0, 0.05178]
[0.0, 0.0, 0.0, 0.0, 0.08816, 1.0, 0.0, 0.0, 0.0, 0.326358]
[0.02699, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.040471, 0.080476, 0.021844]
[0.034423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.040471, 1.0, 0.0, 0.0]
[0.0, 0.048589, 0.048589, 0.151617, 0.0, 0.0, 0.080476, 0.0, 1.0, 0.033755]
[0.0, 0.0, 0.0, 0.0, 0.05178, 0.326358, 0.021844, 0.0, 0.033755, 1.0]
