[55.0, 16.0, 13.0, 19.0, 15.0, 16.0, 16.0, 15.0, 15.0, 10.0, 14.0, 16.0, 16.0, 16.0, 16.0, 15.0, 16.0, 16.0, 16.0, 14.0, 15.0, 32.0, 14.0, 17.0, 10.0, 17.0, 14.0, 28.0, 14.0, 16.0, 23.0, 14.0, 18.0]
[55.0, 15.0, 14.0, 16.0, 16.0, 17.0, 15.0, 17.0, 15.0, 14.0, 21.0, 16.0, 16.0, 16.0, 16.0, 16.0, 15.0, 15.0, 15.0, 16.0, 18.0, 33.0, 15.0, 14.0, 13.0, 16.0, 11.0, 23.0, 13.0, 21.0, 21.0, 17.0, 18.0]
[59.0, 18.0, 13.0, 16.0, 15.0, 14.0, 16.0, 16.0, 12.0, 12.0, 12.0, 16.0, 18.0, 15.0, 16.0, 14.0, 15.0, 15.0, 15.0, 18.0, 15.0, 32.0, 16.0, 16.0, 16.0, 16.0, 16.0, 31.0, 16.0, 16.0, 16.0, 16.0, 16.0]
[59.0, 18.0, 13.0, 16.0, 15.0, 14.0, 16.0, 16.0, 12.0, 12.0, 12.0, 16.0, 18.0, 15.0, 16.0, 14.0, 15.0, 15.0, 15.0, 18.0, 15.0, 32.0, 16.0, 16.0, 16.0, 16.0, 16.0, 31.0, 16.0, 16.0, 16.0, 16.0, 16.0]
[57.0, 22.0, 7.0, 11.0, 14.0, 10.0, 21.0, 17.0, 15.0, 12.0, 9.0, 15.0, 15.0, 14.0, 11.0, 19.0, 17.0, 16.0, 16.0, 15.0, 9.0, 29.0, 14.0, 14.0, 19.0, 15.0, 17.0, 28.0, 16.0, 14.0, 18.0, 15.0, 16.0]
[60.0, 15.0, 11.0, 13.0, 15.0, 16.0, 16.0, 16.0, 15.0, 16.0, 15.0, 15.0, 15.0, 16.0, 16.0, 16.0, 16.0, 16.0, 15.0, 15.0, 15.0, 29.0, 16.0, 13.0, 16.0, 16.0, 16.0, 29.0, 16.0, 14.0, 16.0, 15.0, 16.0]
[60.0, 15.0, 11.0, 13.0, 15.0, 16.0, 16.0, 16.0, 15.0, 16.0, 15.0, 15.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 15.0, 15.0, 15.0, 29.0, 16.0, 13.0, 16.0, 16.0, 16.0, 29.0, 16.0, 14.0, 16.0, 15.0, 16.0]
[60.0, 15.0, 11.0, 13.0, 15.0, 16.0, 16.0, 16.0, 15.0, 16.0, 15.0, 15.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 15.0, 15.0, 15.0, 29.0, 16.0, 13.0, 16.0, 16.0, 16.0, 29.0, 16.0, 14.0, 16.0, 15.0, 16.0]
[16.0, 15.0, 14.0, 7.0, 16.0, 14.0, 16.0, 16.0, 16.0, 20.0, 25.0, 15.0, 18.0, 15.0, 14.0, 16.0, 16.0, 16.0, 15.0, 15.0, 13.0, 34.0, 16.0, 18.0, 14.0, 15.0, 15.0, 30.0, 15.0, 14.0, 16.0, 16.0, 16.0]
[59.0, 15.0, 11.0, 16.0, 15.0, 17.0, 16.0, 16.0, 15.0, 16.0, 15.0, 15.0, 14.0, 16.0, 15.0, 16.0, 16.0, 16.0, 16.0, 16.0, 15.0, 32.0, 16.0, 16.0, 15.0, 16.0, 15.0, 28.0, 16.0, 13.0, 17.0, 16.0, 16.0]
[59.0, 15.0, 15.0, 9.0, 15.0, 15.0, 16.0, 16.0, 16.0, 15.0, 12.0, 16.0, 15.0, 15.0, 16.0, 16.0, 15.0, 16.0, 15.0, 15.0, 15.0, 24.0, 15.0, 15.0, 7.0, 15.0, 15.0, 37.0, 15.0, 15.0, 22.0, 16.0, 16.0]
[50.0, 13.0, 14.0, 18.0, 13.0, 20.0, 15.0, 15.0, 18.0, 22.0, 14.0, 16.0, 13.0, 17.0, 18.0, 15.0, 15.0, 14.0, 13.0, 17.0, 10.0, 19.0, 15.0, 12.0, 7.0, 15.0, 19.0, 37.0, 15.0, 17.0, 24.0, 15.0, 15.0]
