[0, 54, 61, 61, 62, 62, 60, 61, 61, 70, 63, 60]
[54, 0, 23, 23, 26, 35, 30, 46, 26, 69, 23, 22]
[61, 23, 0, 0, 23, 33, 21, 44, 12, 67, 9, 11]
[61, 23, 0, 0, 23, 33, 21, 44, 12, 67, 9, 11]
[62, 26, 23, 23, 0, 26, 20, 40, 24, 64, 27, 23]
[62, 35, 33, 33, 26, 0, 28, 35, 32, 57, 36, 34]
[60, 30, 21, 21, 20, 28, 0, 41, 20, 63, 19, 18]
[61, 46, 44, 44, 40, 35, 41, 0, 43, 39, 47, 46]
[61, 26, 12, 12, 24, 32, 20, 43, 0, 64, 18, 14]
[70, 69, 67, 67, 64, 57, 63, 39, 64, 0, 70, 68]
[63, 23, 9, 9, 27, 36, 19, 47, 18, 70, 0, 13]
[60, 22, 11, 11, 23, 34, 18, 46, 14, 68, 13, 0]
