[1, 0.9964705549400379, 0.9964705549400379, 0.9991870535739671, 0.9997116688428624, 0.9982286609465127, 0.947656181096451, 0.9550767205525849, 0.9543042718127385, 0.9533484105115199]
[0.9964705549400379, 1, 1.0, 0.9963331558991195, 0.9950364904466963, 0.9987937463920186, 0.9451365159556537, 0.9519926872240325, 0.9511121812722005, 0.9541690555056448]
[0.9964705549400379, 1.0, 1, 0.9963331558991195, 0.9950364904466963, 0.9987937463920186, 0.9451365159556537, 0.9519926872240325, 0.9511121812722005, 0.9541690555056448]
[0.9991870535739671, 0.9963331558991195, 0.9963331558991195, 1, 0.9988987620783911, 0.99844183421398, 0.9456688757152423, 0.9560563228824931, 0.952303184402623, 0.9518762048803026]
[0.9997116688428624, 0.9950364904466963, 0.9950364904466963, 0.9988987620783911, 1, 0.9971524873765819, 0.9479883480911367, 0.9557930779574069, 0.9548363980723094, 0.9527647567112577]
[0.9982286609465127, 0.9987937463920186, 0.9987937463920186, 0.99844183421398, 0.9971524873765819, 1, 0.9400303824482243, 0.9493354634381419, 0.9461309422299702, 0.9480691900225147]
[0.947656181096451, 0.9451365159556537, 0.9451365159556537, 0.9456688757152423, 0.9479883480911367, 0.9400303824482243, 1, 0.982773074459701, 0.991770485646515, 0.9896854909015877]
[0.9550767205525849, 0.9519926872240325, 0.9519926872240325, 0.9560563228824931, 0.9557930779574069, 0.9493354634381419, 0.982773074459701, 1, 0.9898766911701903, 0.9901777364357285]
[0.9543042718127385, 0.9511121812722005, 0.9511121812722005, 0.952303184402623, 0.9548363980723094, 0.9461309422299702, 0.991770485646515, 0.9898766911701903, 1, 0.9971328910617526]
[0.9533484105115199, 0.9541690555056448, 0.9541690555056448, 0.9518762048803026, 0.9527647567112577, 0.9480691900225147, 0.9896854909015877, 0.9901777364357285, 0.9971328910617526, 1]
