[0, 33, 42, 20, 17, 29, 21, 43, 17, 17, 19, 37, 20, 25, 17, 17, 15, 31, 23, 22, 15, 26, 17, 31, 21, 30, 19, 29, 17, 17, 17, 32, 16, 32, 16, 15, 38, 19, 41, 20, 19, 27, 20, 22, 30, 25, 25, 18, 21, 17, 19, 17, 19, 17, 19, 17, 17, 25, 18, 17, 19, 17, 17, 19, 20, 14, 17, 17, 24, 17, 17, 15, 17, 15, 17, 18, 24, 21, 25, 17, 17, 18, 20, 86, 16, 18, 24, 28, 18, 24, 23, 28, 40, 22, 23, 39, 19, 16, 19, 17, 19, 20, 21, 29, 32, 48, 29, 32, 30, 17, 17, 17, 20, 22, 15, 15, 17, 30, 17, 16, 17, 17, 17, 19, 19, 19, 24, 17, 19, 61, 20, 54, 37, 21, 31, 17, 16, 20, 31, 17, 16, 25, 17, 20, 26, 29, 30, 17, 19, 32, 25, 24, 19, 56, 19, 79, 64, 28, 19, 28, 17, 34, 26, 35, 56, 49, 24, 19, 57, 17, 17, 42, 19, 29, 60, 16, 35, 41, 54, 26, 21, 24, 25, 26, 24, 22, 17, 17, 20, 17, 26, 17, 19, 30, 21, 22, 37, 17, 19, 17, 90, 22, 42, 26, 21, 28, 17, 24, 24, 17, 22, 16, 33, 18, 24, 34, 17, 37, 34, 37, 23, 17, 17, 24, 34, 24, 42, 29, 27, 29, 26, 82, 17, 32, 19, 16, 43, 18, 17, 27, 17, 29, 19, 29, 17, 17, 17, 16, 15, 21, 20, 20, 20, 40, 38, 50, 21, 22, 22, 25, 53, 40, 18, 38, 27, 23, 16, 36, 20, 38, 19, 17, 38, 19, 17, 50]
[33, 0, 31, 27, 31, 24, 32, 20, 33, 33, 33, 37, 36, 35, 33, 35, 32, 37, 29, 28, 30, 34, 32, 34, 32, 33, 34, 35, 33, 35, 34, 37, 33, 37, 35, 35, 41, 36, 38, 34, 36, 34, 34, 35, 33, 34, 37, 29, 31, 35, 36, 30, 32, 31, 33, 34, 35, 33, 37, 35, 37, 19, 34, 33, 35, 29, 35, 35, 35, 35, 32, 35, 35, 35, 35, 35, 35, 34, 35, 35, 35, 32, 35, 85, 32, 34, 32, 37, 35, 35, 35, 35, 41, 35, 35, 37, 36, 34, 35, 35, 34, 34, 35, 34, 37, 48, 35, 35, 35, 33, 34, 33, 35, 34, 34, 34, 35, 35, 33, 35, 34, 35, 35, 37, 37, 37, 36, 35, 36, 59, 37, 55, 37, 36, 34, 35, 34, 37, 35, 35, 34, 34, 34, 35, 35, 35, 35, 35, 37, 37, 37, 36, 36, 55, 35, 75, 61, 37, 36, 37, 31, 35, 33, 36, 55, 48, 37, 36, 55, 34, 35, 43, 35, 35, 59, 35, 36, 41, 55, 34, 34, 33, 36, 37, 37, 34, 35, 35, 35, 35, 33, 35, 34, 35, 35, 35, 37, 37, 33, 34, 88, 35, 42, 33, 35, 34, 35, 37, 35, 35, 33, 33, 35, 34, 34, 37, 34, 38, 33, 39, 34, 35, 35, 35, 35, 34, 42, 35, 34, 34, 34, 84, 34, 34, 35, 35, 45, 35, 34, 37, 35, 36, 35, 35, 31, 35, 33, 35, 35, 35, 34, 35, 35, 38, 39, 50, 35, 33, 35, 35, 51, 39, 34, 37, 35, 35, 35, 38, 35, 36, 35, 35, 39, 35, 34, 49]
[42, 31, 0, 35, 41, 40, 44, 44, 42, 43, 45, 39, 47, 45, 42, 45, 45, 40, 36, 36, 38, 38, 38, 42, 38, 40, 40, 42, 42, 44, 40, 45, 42, 46, 44, 44, 47, 47, 41, 44, 46, 45, 45, 46, 41, 44, 47, 39, 41, 45, 46, 39, 43, 41, 43, 45, 45, 43, 47, 45, 47, 40, 45, 44, 47, 42, 44, 44, 45, 45, 42, 45, 44, 42, 45, 45, 45, 45, 45, 45, 45, 42, 45, 85, 41, 45, 41, 46, 45, 44, 45, 45, 45, 44, 45, 45, 46, 43, 44, 44, 43, 44, 45, 41, 42, 49, 42, 44, 45, 43, 44, 45, 44, 43, 43, 43, 45, 44, 44, 45, 44, 45, 44, 47, 47, 47, 46, 44, 46, 61, 46, 56, 45, 47, 45, 45, 43, 46, 45, 44, 44, 43, 44, 45, 43, 45, 44, 44, 45, 47, 47, 46, 47, 55, 45, 77, 63, 46, 46, 47, 42, 43, 44, 44, 56, 49, 46, 44, 58, 42, 44, 47, 47, 45, 60, 45, 46, 46, 56, 46, 43, 41, 46, 47, 46, 44, 45, 45, 45, 44, 44, 44, 44, 46, 44, 44, 44, 47, 45, 44, 88, 43, 47, 45, 45, 44, 45, 47, 45, 45, 43, 43, 46, 43, 44, 46, 44, 47, 44, 44, 44, 45, 45, 44, 45, 44, 46, 43, 44, 43, 44, 83, 43, 44, 44, 44, 45, 44, 44, 47, 45, 45, 44, 45, 40, 43, 44, 44, 44, 45, 44, 45, 45, 41, 45, 50, 44, 42, 47, 47, 52, 44, 43, 47, 44, 44, 45, 45, 46, 45, 44, 44, 46, 44, 44, 48]
[20, 27, 35, 0, 26, 29, 25, 37, 26, 27, 27, 31, 29, 25, 25, 27, 25, 32, 27, 27, 25, 28, 27, 33, 27, 30, 29, 31, 27, 26, 27, 33, 27, 34, 27, 27, 40, 29, 41, 27, 28, 29, 27, 29, 30, 29, 29, 25, 27, 27, 27, 25, 26, 25, 27, 27, 27, 26, 29, 27, 29, 24, 27, 27, 27, 21, 27, 27, 27, 27, 27, 25, 27, 25, 27, 27, 27, 27, 27, 27, 27, 27, 25, 85, 25, 26, 25, 30, 27, 27, 27, 28, 41, 27, 27, 39, 29, 26, 27, 27, 25, 25, 27, 29, 32, 49, 30, 32, 30, 27, 27, 27, 27, 27, 27, 27, 27, 31, 26, 26, 26, 27, 27, 29, 29, 29, 28, 27, 29, 61, 27, 55, 35, 29, 29, 25, 26, 28, 32, 27, 27, 26, 27, 27, 27, 29, 30, 27, 29, 34, 29, 29, 27, 54, 27, 78, 63, 29, 28, 30, 26, 34, 27, 36, 55, 48, 29, 28, 57, 25, 26, 42, 29, 29, 59, 26, 35, 41, 54, 27, 27, 25, 28, 29, 29, 26, 26, 27, 27, 27, 27, 27, 26, 30, 27, 27, 38, 27, 26, 26, 86, 29, 42, 28, 27, 30, 27, 29, 25, 25, 27, 26, 32, 26, 27, 35, 27, 37, 33, 39, 27, 27, 27, 27, 34, 24, 41, 28, 27, 29, 27, 80, 26, 33, 27, 27, 43, 28, 26, 29, 27, 30, 25, 30, 22, 27, 26, 27, 27, 28, 25, 26, 26, 39, 38, 49, 27, 27, 29, 29, 53, 40, 26, 40, 27, 27, 26, 36, 29, 38, 26, 27, 38, 27, 27, 47]
[17, 31, 41, 26, 0, 27, 23, 41, 17, 10, 17, 36, 20, 26, 13, 11, 20, 31, 23, 21, 16, 29, 11, 32, 21, 27, 16, 30, 14, 17, 17, 32, 9, 32, 11, 11, 38, 13, 39, 20, 18, 25, 19, 23, 29, 26, 24, 19, 22, 15, 17, 15, 16, 15, 16, 13, 14, 25, 13, 14, 15, 15, 13, 11, 18, 16, 10, 15, 24, 14, 15, 12, 12, 12, 17, 18, 26, 21, 24, 13, 15, 18, 16, 87, 14, 13, 24, 30, 17, 24, 23, 28, 41, 22, 23, 36, 12, 14, 19, 14, 18, 22, 20, 28, 31, 46, 26, 31, 30, 10, 13, 13, 18, 24, 12, 9, 12, 32, 18, 11, 14, 11, 10, 13, 13, 13, 24, 15, 14, 58, 22, 54, 36, 22, 31, 17, 14, 18, 29, 17, 11, 25, 13, 19, 26, 32, 31, 16, 14, 32, 25, 22, 15, 55, 19, 74, 60, 27, 17, 28, 14, 32, 26, 36, 55, 49, 23, 17, 54, 15, 15, 42, 18, 28, 61, 13, 35, 38, 54, 25, 20, 24, 26, 26, 24, 22, 17, 13, 19, 18, 25, 15, 20, 28, 21, 21, 35, 16, 17, 16, 90, 20, 42, 26, 20, 27, 14, 23, 27, 12, 21, 11, 32, 18, 25, 32, 16, 36, 33, 38, 23, 11, 16, 24, 33, 23, 42, 29, 27, 29, 24, 84, 17, 33, 17, 16, 43, 16, 11, 25, 11, 29, 19, 29, 17, 11, 13, 14, 11, 21, 20, 19, 21, 40, 39, 50, 20, 21, 21, 22, 52, 38, 17, 35, 26, 22, 11, 36, 20, 37, 17, 11, 36, 19, 12, 50]
[29, 24, 40, 29, 27, 0, 28, 32, 28, 31, 31, 37, 33, 31, 31, 29, 29, 33, 28, 26, 26, 27, 28, 30, 27, 31, 28, 31, 29, 31, 28, 33, 29, 34, 31, 31, 40, 33, 39, 31, 32, 31, 30, 33, 27, 31, 33, 25, 27, 31, 33, 25, 28, 27, 29, 31, 31, 30, 33, 31, 32, 19, 31, 31, 31, 25, 29, 31, 31, 31, 29, 31, 29, 31, 31, 31, 31, 31, 31, 31, 31, 29, 31, 84, 28, 30, 30, 33, 31, 30, 30, 30, 41, 30, 30, 39, 33, 28, 31, 30, 29, 30, 31, 27, 34, 47, 31, 33, 31, 30, 29, 31, 29, 29, 29, 29, 31, 32, 30, 31, 31, 31, 31, 33, 33, 33, 33, 31, 33, 61, 33, 55, 37, 32, 31, 31, 29, 33, 30, 29, 29, 28, 30, 31, 31, 32, 31, 31, 33, 35, 31, 33, 32, 55, 31, 77, 63, 32, 32, 33, 29, 34, 29, 36, 56, 48, 33, 33, 57, 31, 31, 43, 33, 33, 55, 31, 33, 41, 53, 33, 29, 29, 31, 33, 33, 31, 31, 29, 30, 31, 29, 31, 30, 33, 30, 31, 39, 30, 31, 31, 88, 31, 42, 29, 30, 30, 29, 33, 31, 31, 31, 29, 31, 31, 30, 33, 29, 38, 34, 37, 31, 31, 31, 30, 35, 30, 42, 31, 31, 31, 31, 85, 30, 33, 29, 29, 43, 30, 31, 31, 29, 32, 31, 31, 31, 31, 31, 29, 29, 32, 31, 31, 31, 41, 39, 47, 31, 29, 33, 33, 51, 38, 29, 38, 31, 31, 30, 38, 33, 36, 29, 29, 39, 31, 31, 49]
[21, 32, 44, 25, 23, 28, 0, 40, 25, 23, 25, 35, 24, 26, 22, 23, 24, 32, 25, 23, 23, 27, 25, 31, 23, 28, 27, 29, 23, 24, 25, 33, 23, 33, 25, 25, 36, 27, 43, 26, 26, 27, 25, 27, 28, 26, 27, 24, 26, 22, 26, 22, 24, 24, 26, 25, 25, 27, 27, 25, 25, 22, 24, 24, 23, 22, 23, 25, 25, 25, 23, 23, 23, 25, 24, 23, 25, 25, 26, 25, 23, 24, 23, 87, 24, 24, 25, 28, 25, 25, 25, 28, 39, 25, 25, 36, 27, 22, 25, 25, 23, 23, 25, 29, 32, 48, 29, 33, 29, 25, 24, 19, 23, 26, 23, 23, 25, 30, 24, 24, 23, 24, 25, 24, 25, 24, 26, 25, 25, 57, 25, 55, 36, 27, 31, 25, 23, 25, 31, 25, 25, 27, 25, 25, 26, 30, 29, 24, 25, 32, 25, 27, 27, 55, 25, 74, 62, 28, 27, 28, 23, 32, 26, 34, 54, 49, 25, 26, 55, 25, 22, 41, 23, 29, 61, 24, 35, 39, 52, 27, 24, 26, 26, 27, 26, 25, 25, 23, 24, 23, 26, 24, 25, 30, 25, 23, 36, 25, 27, 25, 88, 27, 42, 27, 24, 30, 23, 27, 25, 24, 25, 24, 32, 23, 25, 34, 25, 37, 30, 38, 25, 24, 25, 24, 34, 25, 43, 29, 27, 29, 26, 82, 24, 33, 23, 25, 40, 26, 25, 27, 24, 30, 21, 29, 24, 25, 24, 25, 25, 25, 22, 25, 24, 41, 38, 50, 25, 25, 27, 27, 49, 41, 24, 38, 27, 25, 24, 37, 27, 37, 22, 23, 36, 24, 25, 49]
[43, 20, 44, 37, 41, 32, 40, 0, 40, 41, 41, 40, 44, 43, 41, 41, 41, 42, 40, 38, 40, 41, 40, 44, 40, 40, 42, 40, 43, 43, 42, 44, 43, 43, 43, 43, 45, 43, 45, 42, 44, 43, 42, 44, 41, 43, 44, 39, 41, 43, 44, 39, 42, 39, 41, 42, 43, 43, 45, 43, 44, 29, 42, 41, 40, 39, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 42, 43, 43, 43, 42, 43, 85, 41, 41, 41, 42, 43, 42, 42, 42, 45, 42, 42, 43, 45, 43, 43, 42, 40, 42, 43, 40, 43, 51, 43, 44, 43, 42, 42, 41, 43, 43, 43, 43, 43, 42, 41, 43, 43, 43, 43, 43, 43, 43, 42, 43, 43, 61, 45, 59, 44, 44, 43, 43, 42, 43, 41, 43, 42, 42, 42, 43, 43, 43, 42, 43, 44, 43, 45, 45, 43, 59, 42, 75, 62, 42, 44, 43, 41, 43, 41, 43, 56, 50, 43, 43, 57, 43, 43, 45, 41, 43, 62, 43, 44, 45, 56, 42, 43, 42, 42, 43, 43, 43, 43, 45, 43, 41, 41, 43, 43, 45, 42, 43, 44, 45, 42, 43, 89, 45, 39, 41, 42, 43, 43, 44, 43, 43, 41, 42, 41, 43, 42, 45, 42, 43, 44, 44, 43, 43, 43, 43, 45, 42, 46, 43, 42, 42, 42, 85, 43, 44, 43, 41, 47, 40, 43, 45, 42, 45, 43, 43, 41, 43, 41, 43, 43, 41, 43, 43, 43, 45, 44, 51, 43, 41, 43, 43, 54, 45, 42, 43, 43, 43, 42, 43, 45, 45, 43, 42, 33, 43, 42, 52]
[17, 33, 42, 26, 17, 28, 25, 40, 0, 17, 17, 38, 20, 26, 17, 14, 20, 31, 24, 23, 17, 28, 17, 33, 20, 30, 19, 29, 17, 17, 19, 33, 16, 34, 16, 16, 39, 19, 42, 19, 19, 26, 20, 23, 30, 28, 25, 19, 22, 17, 19, 16, 19, 16, 19, 19, 19, 27, 19, 17, 18, 18, 17, 19, 20, 15, 17, 17, 24, 17, 18, 17, 17, 17, 17, 18, 26, 21, 26, 16, 17, 20, 20, 86, 16, 19, 25, 30, 18, 23, 23, 27, 41, 21, 23, 38, 18, 17, 18, 15, 18, 22, 21, 28, 32, 48, 29, 31, 30, 16, 17, 17, 20, 26, 16, 16, 17, 32, 18, 15, 17, 15, 15, 17, 19, 17, 23, 17, 19, 61, 22, 55, 37, 20, 31, 17, 17, 20, 29, 17, 17, 26, 16, 20, 26, 32, 29, 17, 19, 33, 25, 24, 19, 57, 19, 78, 62, 28, 19, 28, 17, 34, 26, 35, 54, 48, 23, 19, 57, 16, 17, 42, 20, 28, 63, 17, 35, 38, 56, 26, 22, 24, 26, 26, 24, 21, 18, 19, 20, 18, 26, 17, 20, 29, 21, 21, 39, 19, 16, 17, 90, 22, 41, 28, 20, 29, 17, 22, 27, 17, 21, 17, 33, 18, 25, 34, 17, 36, 33, 37, 23, 16, 17, 23, 34, 22, 43, 29, 26, 31, 26, 86, 17, 32, 18, 17, 43, 19, 16, 25, 16, 30, 17, 30, 17, 17, 17, 17, 17, 21, 20, 18, 21, 42, 38, 50, 22, 21, 22, 25, 53, 42, 18, 37, 26, 22, 16, 37, 20, 36, 19, 16, 38, 19, 17, 47]
[17, 33, 43, 27, 10, 31, 23, 41, 17, 0, 17, 35, 20, 26, 13, 12, 20, 31, 24, 23, 17, 29, 12, 33, 21, 28, 16, 31, 17, 17, 17, 33, 12, 34, 12, 12, 40, 14, 41, 20, 19, 26, 20, 23, 32, 28, 25, 20, 23, 15, 17, 17, 17, 16, 17, 14, 14, 26, 14, 13, 16, 18, 13, 14, 18, 16, 12, 16, 24, 14, 18, 12, 14, 13, 17, 18, 25, 20, 26, 13, 15, 20, 18, 87, 14, 14, 24, 30, 18, 24, 23, 28, 40, 22, 23, 37, 14, 16, 19, 15, 19, 22, 21, 29, 32, 49, 29, 32, 30, 12, 15, 12, 20, 24, 14, 12, 12, 32, 18, 12, 14, 12, 12, 14, 14, 14, 23, 16, 13, 59, 19, 57, 36, 22, 31, 16, 17, 18, 31, 17, 12, 26, 13, 20, 26, 32, 29, 16, 14, 33, 25, 24, 15, 56, 19, 76, 62, 28, 18, 28, 17, 33, 26, 36, 56, 49, 24, 16, 55, 14, 16, 42, 18, 28, 62, 13, 34, 39, 54, 25, 23, 25, 26, 25, 24, 21, 18, 15, 20, 18, 24, 15, 20, 26, 21, 22, 35, 17, 17, 16, 88, 23, 42, 28, 21, 29, 17, 23, 27, 12, 22, 12, 32, 18, 26, 32, 16, 37, 34, 38, 23, 12, 15, 25, 33, 24, 44, 28, 27, 30, 26, 84, 18, 33, 17, 14, 45, 17, 12, 27, 12, 29, 19, 26, 17, 12, 13, 14, 12, 21, 15, 20, 21, 41, 40, 50, 20, 19, 22, 23, 53, 41, 17, 38, 27, 23, 12, 38, 18, 38, 19, 14, 37, 19, 13, 49]
